ticker,asset_type,size_metric_name,size_metric,price,ttm_dividends,dividend_yield,beta_1y,realized_vol_1y,total_return_3y,max_drawdown_3y,selected_expiration,selected_dte,selected_strike,selected_call_bid,selected_call_ask,selected_call_mid,selected_call_open_interest,selected_call_volume,expiration_total_call_open_interest,selected_call_otm_pct,selected_call_spread_pct,selected_call_yield,annualized_call_yield,metrics_signature,as_of_date,error,status,fail_reasons,score_total,score_dividend,score_call,score_liquidity,score_quality,score_risk_fit,combined_income_score_proxy
KWEB,ETF,totalAssets,6039135744.0,30.100000381469727,2.096,0.0696345506125092,1.1451527584546288,0.2647696208744221,0.17477039558792673,0.3136365152934044,2026-05-15,28.0,32.0,0.51,0.57,0.54,36567.0,29338.0,434840.0,0.06312291011464422,0.111111111111111,0.017940199108184625,0.233863309803121,"{""benchmark"":""SPY"",""history_period"":""4y"",""market_data_source"":""yahoo"",""option_dte_max"":56,""option_dte_min"":25,""option_monthly_only"":true,""option_target_dte"":35,""target_otm_pct"":0.05}",2026-04-17,,PASS,,0.846399,0.870432,1.0,0.733333,0.547497,1.0,0.3034978604156302
GLD,ETF,marketCap,114552823808.0,440.0799865722656,0.0,0.0,0.0020267255847051936,0.27474599349686385,1.3509801850129168,0.19209514099718206,2026-05-15,28.0,460.0,5.45,5.7,5.575,15067.0,3934.0,603539.0,0.04526452925725888,0.04484304932735426,0.01266815163175917,0.16513840519971776,"{""benchmark"":""SPY"",""history_period"":""4y"",""market_data_source"":""yahoo"",""option_dte_max"":56,""option_dte_min"":25,""option_monthly_only"":true,""option_target_dte"":35,""target_otm_pct"":0.05}",2026-04-17,,PASS,,0.716645,0.0,0.900923,0.981839,1.0,1.0,0.16513840519971776
IWM,ETF,marketCap,75869446144.0,269.95001220703125,2.537,0.0093980362484826,1.2292930944154328,0.1959783407115971,0.5910989909262596,0.27503080119171497,2026-05-15,28.0,283.0,1.85,1.89,1.87,9785.0,542.0,350591.0,0.04834223820282846,0.0213903743315507,0.0069272084291140965,0.09030110987952304,"{""benchmark"":""SPY"",""history_period"":""4y"",""market_data_source"":""yahoo"",""option_dte_max"":56,""option_dte_min"":25,""option_monthly_only"":true,""option_target_dte"":35,""target_otm_pct"":0.05}",2026-04-17,,PASS,,0.592462,0.117475,0.402007,1.0,0.949938,1.0,0.09969914612800564
IYR,ETF,marketCap,5002116096.0,101.36000061035156,2.247,0.02216850815380245,0.4584466503009363,0.13439080998674907,0.2929555185108157,0.17523528047717996,2026-05-15,28.0,106.0,0.0,0.0,0.82,0.0,5.0,7732.0,0.04577742069562074,0.0,0.008089976273305745,0.10545861927702131,"{""benchmark"":""SPY"",""history_period"":""4y"",""market_data_source"":""yahoo"",""option_dte_max"":56,""option_dte_min"":25,""option_monthly_only"":true,""option_target_dte"":35,""target_otm_pct"":0.05}",2026-04-17,,PASS,,0.499137,0.277106,0.503057,0.3,0.792956,1.0,0.12762712743082377
