ticker,asset_type,size_metric_name,size_metric,price,ttm_dividends,dividend_yield,beta_1y,realized_vol_1y,total_return_3y,max_drawdown_3y,selected_expiration,selected_dte,selected_strike,selected_call_bid,selected_call_ask,selected_call_mid,selected_call_open_interest,selected_call_volume,expiration_total_call_open_interest,selected_call_otm_pct,selected_call_spread_pct,selected_call_yield,annualized_call_yield,metrics_signature,as_of_date,error,status,fail_reasons,score_total,score_dividend,score_call,score_liquidity,score_quality,score_risk_fit,combined_income_score_proxy
KWEB,ETF,totalAssets,6039135744.0,30.48,2.09623,0.0687739501312336,1.1232372915072228,0.26744046324648424,0.03639455782312928,0.3530507685142058,2026-05-15,28.0,33.0,0.43,0.44,0.435,40714.0,26154.0,336430.0,0.08267716535433078,0.022988505747126457,0.014271653543307086,0.18604119797525306,"{""benchmark"":""SPY"",""history_period"":""4y"",""market_data_source"":""ibkr"",""max_otm_pct"":0.15,""min_otm_pct"":0.05,""option_dte_max"":56,""option_dte_min"":25,""option_monthly_only"":true,""option_target_dte"":35,""preferred_otm_pct"":0.08}",2026-04-17,,PASS,,0.864463,0.859674,1.0,1.0,0.330293,1.0,0.25481514810648664
GDX,ETF,totalAssets,28155811840.0,101.635,0.6331,0.006229153342844492,0.5622914374395791,0.4447361701659435,1.8321717312517425,0.3083563535911602,2026-05-15,28.0,110.0,2.27,2.45,2.3600000000000003,13127.0,674.0,28186.0,0.08230432429773193,0.07627118644067803,0.0232203473212968,0.3026938132954761,"{""benchmark"":""SPY"",""history_period"":""4y"",""market_data_source"":""ibkr"",""max_otm_pct"":0.15,""min_otm_pct"":0.05,""option_dte_max"":56,""option_dte_min"":25,""option_monthly_only"":true,""option_target_dte"":35,""preferred_otm_pct"":0.08}",2026-04-17,,PASS,,0.738358,0.077864,1.0,0.931992,0.883287,1.0,0.30892296663832064
XLE,ETF,marketCap,10170361856.0,54.54,2.22518,0.0407990465713238,0.14797913531004242,0.20283770345797342,0.2528709232889297,0.2206362153344209,2026-05-15,28.0,59.0,0.34,0.38,0.36,7705.0,5280.0,142217.0,0.08177484415108172,0.11111111111111106,0.006600660066006601,0.08604431871758604,"{""benchmark"":""SPY"",""history_period"":""4y"",""market_data_source"":""ibkr"",""max_otm_pct"":0.15,""min_otm_pct"":0.05,""option_dte_max"":56,""option_dte_min"":25,""option_monthly_only"":true,""option_target_dte"":35,""preferred_otm_pct"":0.08}",2026-04-17,,PASS,,0.637594,0.509988,0.412777,0.866667,0.752871,1.0,0.12684336528890983
EWZ,ETF,marketCap,8294748160.0,41.36,1.64816,0.03984912959381045,0.9345553108080756,0.2476027215118484,0.4106412005457025,0.3718452047111609,2026-05-15,28.0,45.0,0.23,0.26,0.245,25292.0,78.0,144750.0,0.08800773694390718,0.12244897959183673,0.005923597678916828,0.07721832688588008,"{""benchmark"":""SPY"",""history_period"":""4y"",""market_data_source"":""ibkr"",""max_otm_pct"":0.15,""min_otm_pct"":0.05,""option_dte_max"":56,""option_dte_min"":25,""option_monthly_only"":true,""option_target_dte"":35,""preferred_otm_pct"":0.08}",2026-04-17,,PASS,,0.600937,0.498114,0.357615,0.845408,0.666951,1.0,0.11706745647969052
